,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
2010-01-13,6.480220794677734,47.65814208984375,27.2545166015625,90.9778060913086,20.094711303710938,23.583742141723633,7.523213863372803,61.15999984741211,31.290000915527344,130.22999572753906,28.514999389648438,30.350000381469727,7.533214092254639,61.70000076293945,31.3700008392334,131.1199951171875,28.71500015258789,30.520000457763672,7.289286136627197,60.349998474121094,30.8700008392334,129.16000366210938,28.344999313354492,30.010000228881836,7.423929214477539,60.61000061035156,30.889999389648438,130.38999938964844,28.43000030517578,30.260000228881836,605892000,4950400,9620600,6455400,15157400,51863500
2010-01-14,6.442690372467041,47.9698486328125,27.01934051513672,92.43087768554688,20.129945755004883,24.057743072509766,7.479642868041992,61.560001373291016,31.020000457763672,132.30999755859375,28.565000534057617,30.959999084472656,7.5164289474487305,61.619998931884766,31.18000030517578,132.7100067138672,28.625,31.100000381469727,7.465000152587891,60.779998779296875,30.959999084472656,129.91000366210938,28.385000228881836,30.260000228881836,7.503929138183594,61.029998779296875,31.1299991607666,130.5500030517578,28.520000457763672,30.309999465942383,432894000,3000400,9235600,7111800,12392600,63228100
2010-01-15,6.335019588470459,47.39320373535156,26.653505325317383,92.06062316894531,19.833967208862305,23.98003578186035,7.354642868041992,60.81999969482422,30.600000381469727,131.77999877929688,28.145000457763672,30.860000610351562,7.557143211364746,61.560001373291016,31.149999618530273,132.88999938964844,28.674999237060547,31.239999771118164,7.352499961853027,60.209999084472656,30.40999984741211,131.08999633789062,28.020000457763672,30.709999084472656,7.533214092254639,61.529998779296875,31.010000228881836,132.02999877929688,28.475000381469727,31.079999923706055,594067600,5067300,13936400,8494400,27460800,79913200
2010-01-19,6.615270614624023,47.26074981689453,27.010631561279297,93.70931243896484,19.879776000976562,24.166536331176758,7.679999828338623,60.650001525878906,31.010000228881836,134.13999938964844,28.209999084472656,31.100000381469727,7.685357093811035,61.0099983215332,31.190000534057617,134.25,28.2450008392334,31.239999771118164,7.401429176330566,59.959999084472656,30.5,131.55999755859375,27.959999084472656,30.68000030517578,7.440357208251953,60.599998474121094,30.59000015258789,131.6300048828125,28.110000610351562,30.75,730007600,5427100,9662100,13916200,14615400,46575700
2010-01-20,6.51344633102417,46.91008758544922,27.167415618896484,90.99178314208984,19.55560874938965,23.770227432250977,7.56178617477417,60.20000076293945,31.190000534057617,130.25,27.75,30.59000015258789,7.698214054107666,60.56999969482422,31.239999771118164,131.14999389648438,28.19499969482422,30.940000534057617,7.482142925262451,58.529998779296875,30.719999313354492,128.9499969482422,27.645000457763672,30.309999465942383,7.675356864929199,60.33000183105469,31.0,130.4600067138672,28.079999923706055,30.809999465942383,612152800,5374100,13302800,15197500,18810200,54849500
2010-01-21,6.400853157043457,46.13084030151367,26.66221809387207,90.11856079101562,19.157445907592773,23.31954002380371,7.431070804595947,59.20000076293945,30.610000610351562,129.0,27.184999465942383,30.010000228881836,7.618214130401611,61.2599983215332,31.420000076293945,130.69000244140625,27.790000915527344,30.719999313354492,7.400356769561768,58.900001525878906,30.56999969482422,128.05999755859375,27.094999313354492,30.0,7.574285984039307,60.29999923706055,31.139999389648438,130.47000122070312,27.774999618530273,30.610000610351562,608154400,5401300,15403600,9608600,27396800,73086700
2010-01-22,6.083380222320557,45.01653289794922,26.113466262817383,87.67346954345703,19.111644744873047,22.503623962402344,7.0625,57.77000045776367,29.979999542236328,125.5,27.1200008392334,28.959999084472656,7.410714149475098,59.16999816894531,30.709999084472656,128.88999938964844,27.43000030517578,30.200000762939453,7.041429042816162,57.70000076293945,29.950000762939453,125.37000274658203,26.989999771118164,28.84000015258789,7.385000228881836,58.619998931884766,30.5,128.6699981689453,27.174999237060547,30.0,881767600,4743300,14459400,10088600,23551400,102004600
2010-01-25,6.2470383644104,45.024330139160156,26.061203002929688,88.10661315917969,19.150409698486328,22.783370971679688,7.252500057220459,57.779998779296875,29.920000076293945,126.12000274658203,27.174999237060547,29.31999969482422,7.310713768005371,58.75,30.229999542236328,126.88999938964844,27.270000457763672,29.65999984741211,7.1496429443359375,57.5,29.549999237060547,125.70999908447266,26.940000534057617,29.100000381469727,7.232500076293945,58.349998474121094,30.219999313354492,126.33000183105469,27.2450008392334,29.239999771118164,1065699600,3489900,11155800,5738500,16853200,63373000
2010-01-26,6.335329055786133,44.969783782958984,25.83474349975586,87.84809875488281,19.076406478881836,22.92323112487793,7.355000019073486,57.709999084472656,29.65999984741211,125.75,27.06999969482422,29.5,7.632500171661377,58.5,29.940000534057617,127.75,27.25,29.850000381469727,7.235000133514404,57.22999954223633,29.31999969482422,125.41000366210938,26.934999465942383,29.09000015258789,7.3553571701049805,57.540000915527344,29.799999237060547,125.91999816894531,27.03499984741211,29.200000762939453,1867110000,4552000,11197300,7135300,15515000,66639900
2010-01-27,6.395008563995361,48.25815963745117,25.538593292236328,88.2532958984375,19.20677947998047,23.05533790588379,7.424285888671875,61.93000030517578,29.31999969482422,126.33000183105469,27.2549991607666,29.670000076293945,7.520713806152344,62.08000183105469,29.809999465942383,126.95999908447266,27.329999923706055,29.81999969482422,7.126070976257324,58.83000183105469,29.010000228881836,125.04000091552734,26.850000381469727,29.020000457763672,7.387499809265137,58.84000015258789,29.559999465942383,125.81999969482422,27.0,29.350000381469727,1722568400,14758500,16121200,8719200,20414800,63949500
2010-01-28,6.13075590133667,48.749080657958984,25.564722061157227,86.45092010498047,19.09050941467285,22.659038543701172,7.117499828338623,62.560001373291016,29.350000381469727,123.75,27.09000015258789,29.15999984741211,7.339285850524902,62.95000076293945,29.479999542236328,127.04000091552734,27.420000076293945,29.8700008392334,7.096428871154785,61.310001373291016,28.709999084472656,123.05000305175781,27.065000534057617,28.889999389648438,7.318929195404053,62.150001525878906,29.43000030517578,127.02999877929688,27.354999542236328,29.84000015258789,1173502400,8862500,17126000,9622200,20905200,117513700
2010-01-29,5.908337116241455,47.22177505493164,25.73892593383789,85.50083923339844,19.115171432495117,21.897520065307617,6.859285831451416,60.599998474121094,29.549999237060547,122.38999938964844,27.125,28.18000030517578,7.221428871154785,63.400001525878906,29.81999969482422,125.0,27.469999313354492,29.920000076293945,6.794642925262451,60.31999969482422,29.25,121.9000015258789,26.950000762939453,27.65999984741211,7.181428909301758,62.79999923706055,29.3700008392334,124.31999969482422,27.219999313354492,29.899999618530273,1245952400,8725400,14507900,11571200,22146800,193888500
2010-02-01,5.990475654602051,48.078941345214844,25.712797164916992,87.0936279296875,19.16097640991211,22.07624053955078,6.9546427726745605,61.70000076293945,29.520000457763672,124.66999816894531,27.190000534057617,28.40999984741211,7.0,61.86000061035156,29.770000457763672,124.94999694824219,27.280000686645508,28.479999542236328,6.8321428298950195,60.720001220703125,29.34000015258789,122.77999877929688,27.0,27.920000076293945,6.870357036590576,60.7400016784668,29.600000381469727,123.2300033569336,27.2549991607666,28.389999389648438,749876400,5919900,10894200,7242900,14517600,85931100
2010-02-02,6.025238513946533,48.26594924926758,26.113466262817383,87.69441986083984,19.39705467224121,22.115095138549805,6.994999885559082,61.939998626708984,29.979999542236328,125.52999877929688,27.524999618530273,28.459999084472656,7.0114288330078125,62.0,30.010000228881836,125.80999755859375,27.604999542236328,28.5,6.906428813934326,61.0,29.219999313354492,123.94999694824219,27.075000762939453,28.139999389648438,6.996786117553711,61.290000915527344,29.530000686645508,124.79000091552734,27.264999389648438,28.3700008392334,698342400,7862300,10100900,5899900,16888600,54413700
2010-02-03,6.128908634185791,48.21887969970703,26.78415870666504,87.78522491455078,19.333633422851562,22.247196197509766,7.115356922149658,61.459999084472656,30.75,125.66000366210938,27.434999465942383,28.6299991607666,7.150000095367432,61.79999923706055,30.8700008392334,126.06999969482422,27.479999542236328,28.790000915527344,6.943571090698242,60.849998474121094,29.790000915527344,125.06999969482422,27.264999389648438,28.1200008392334,6.9703569412231445,61.52000045776367,29.920000076293945,125.16000366210938,27.459999084472656,28.260000228881836,615328000,5480600,15976200,4177100,15899400,61397900
2010-02-04,5.908030986785889,46.53992462158203,25.84345245361328,85.92697143554688,18.82624053955078,21.633323669433594,6.85892915725708,59.31999969482422,29.670000076293945,123.0,26.71500015258789,27.84000015258789,7.0846428871154785,61.16999816894531,30.489999771118164,125.44000244140625,27.34000015258789,28.5,6.841785907745361,59.25,29.65999984741211,122.9000015258789,26.700000762939453,27.809999465942383,7.026071071624756,60.95000076293945,30.280000686645508,125.19000244140625,27.274999618530273,28.3799991607666,757652000,7490700,13407100,9126900,21342800,77850000
2010-02-05,6.012932777404785,45.818138122558594,25.73021697998047,86.29022979736328,18.706436157226562,21.773189544677734,6.980713844299316,58.400001525878906,29.540000915527344,123.5199966430664,26.545000076293945,28.020000457763672,7.0,59.7400016784668,29.84000015258789,123.72000122070312,26.71500015258789,28.280000686645508,6.816071033477783,57.13999938964844,28.989999771118164,121.83000183105469,26.264999389648438,27.56999969482422,6.879642963409424,59.209999084472656,29.6299991607666,123.04000091552734,26.6200008392334,28.0,850306800,9675700,11956100,8617000,29285000,80960100
2010-02-08,5.971709251403809,45.418006896972656,25.677955627441406,85.52536010742188,18.551408767700195,21.540071487426758,6.932857036590576,57.88999938964844,29.479999542236328,121.87999725341797,26.325000762939453,27.719999313354492,7.067142963409424,58.970001220703125,29.950000762939453,123.22000122070312,26.635000228881836,28.079999923706055,6.9285712242126465,57.779998779296875,29.459999084472656,121.73999786376953,26.28499984741211,27.56999969482422,6.98892879486084,58.33000183105469,29.760000228881836,123.1500015258789,26.635000228881836,28.010000228881836,478270800,4724500,10656800,5718500,16721200,52820600
2010-02-09,6.035387992858887,46.86943435668945,25.99152183532715,86.45867156982422,19.03060531616211,21.765419006347656,7.006785869598389,59.7400016784668,29.84000015258789,123.20999908447266,27.0049991607666,28.010000228881836,7.0535712242126465,60.43000030517578,30.040000915527344,124.19999694824219,27.489999771118164,28.34000015258789,6.955357074737549,58.38999938964844,29.479999542236328,122.45999908447266,26.684999465942383,27.75,7.014999866485596,58.619998931884766,29.889999389648438,122.6500015258789,26.844999313354492,27.969999313354492,632886800,8250900,14376800,6044500,31495000,59195800
2010-02-10,6.002470970153809,46.71253204345703,26.157018661499023,86.17796325683594,18.953083038330078,21.749876022338867,6.968571186065674,59.540000915527344,30.030000686645508,122.80999755859375,26.895000457763672,27.989999771118164,7.021429061889648,60.04999923706055,30.09000015258789,123.6500015258789,27.299999237060547,28.239999771118164,6.937857151031494,58.939998626708984,29.030000686645508,122.20999908447266,26.584999084472656,27.84000015258789,6.996070861816406,59.709999084472656,29.15999984741211,122.94000244140625,27.299999237060547,28.030000686645508,370361600,4237100,24191900,5219100,18717600,48591300
2010-02-11,6.1116814613342285,47.536312103271484,26.27025032043457,86.82357025146484,19.104597091674805,21.85089683532715,7.0953569412231445,60.59000015258789,30.15999984741211,123.7300033569336,27.110000610351562,28.1200008392334,7.1339287757873535,60.75,30.43000030517578,124.19999694824219,27.165000915527344,28.399999618530273,6.930714130401611,58.939998626708984,29.760000228881836,122.05999755859375,26.635000228881836,27.700000762939453,6.960000038146973,59.75,29.81999969482422,122.58000183105469,26.799999237060547,27.93000030517578,550345600,4395800,12389400,5089000,26327200,65993700
2010-02-12,6.1642866134643555,46.79883575439453,26.191865921020508,87.01300811767578,19.020044326782227,21.7032527923584,7.156428813934326,59.650001525878906,30.06999969482422,124.0,26.989999771118164,27.93000030517578,7.2014288902282715,59.91999816894531,30.200000762939453,124.05000305175781,27.200000762939453,28.059999465942383,6.982142925262451,58.93000030517578,29.860000610351562,121.61000061035156,26.809999465942383,27.579999923706055,7.075356960296631,59.869998931884766,29.860000610351562,123.01000213623047,26.959999084472656,27.809999465942383,655468800,5178300,12802700,8017700,24640000,81117200
2010-02-16,6.257191181182861,48.06196594238281,26.540271759033203,87.87612915039062,19.316011428833008,22.13262939453125,7.264286041259766,61.2599983215332,30.469999313354492,125.2300033569336,27.40999984741211,28.350000381469727,7.2746429443359375,61.290000915527344,30.5,125.2300033569336,27.40999984741211,28.3700008392334,7.197143077850342,59.900001525878906,30.170000076293945,124.11000061035156,26.96500015258789,28.020000457763672,7.2121429443359375,60.41999816894531,30.280000686645508,124.91000366210938,27.2549991607666,28.1299991607666,543737600,4268700,9061600,6777300,19339400,51935600
2010-02-17,6.231041431427002,48.50132369995117,26.879976272583008,88.64801788330078,19.495712280273438,22.32000160217285,7.23392915725708,61.81999969482422,30.860000610351562,126.33000183105469,27.665000915527344,28.59000015258789,7.296785831451416,62.0,30.93000030517578,126.52999877929688,27.774999618530273,28.649999618530273,7.1735711097717285,61.0,30.3799991607666,125.20999908447266,27.3799991607666,28.360000610351562,7.292500019073486,61.38999938964844,30.540000915527344,125.5,27.405000686645508,28.530000686645508,436396800,4116200,9768600,5827400,17064600,45882900
2010-02-18,6.242731094360352,49.340789794921875,27.01934051513672,89.6865463256836,19.70008087158203,22.616662979125977,7.247499942779541,62.88999938964844,31.020000457763672,127.80999755859375,27.954999923706055,28.969999313354492,7.28178596496582,63.0099983215332,31.06999969482422,128.0,27.959999084472656,29.030000686645508,7.175714015960693,61.720001220703125,30.68000030517578,126.0,27.575000762939453,28.510000228881836,7.201070785522461,61.779998779296875,30.860000610351562,126.12999725341797,27.575000762939453,28.59000015258789,422825200,4390300,8212300,5525900,17264600,42856500
2010-02-19,6.2039690017700195,49.889991760253906,27.20225715637207,89.25151824951172,19.63313102722168,22.460525512695312,7.202499866485596,63.59000015258789,31.229999542236328,127.19000244140625,27.860000610351562,28.770000457763672,7.257143020629883,64.33999633789062,31.520000457763672,128.05999755859375,27.950000762939453,28.920000076293945,7.182499885559082,62.650001525878906,30.850000381469727,126.87000274658203,27.59000015258789,28.690000534057617,7.209286212921143,62.650001525878906,30.940000534057617,127.3499984741211,27.899999618530273,28.790000915527344,415469600,7371100,12595600,6303100,18944800,44451800
2010-02-22,6.165515422821045,50.18812561035156,27.1064453125,89.01292419433594,19.513330459594727,22.429290771484375,7.1578569412231445,63.970001220703125,31.1200008392334,126.8499984741211,27.690000534057617,28.729999542236328,7.232142925262451,64.47000122070312,31.469999313354492,127.43000030517578,27.93000030517578,28.940000534057617,7.11392879486084,63.189998626708984,31.059999465942383,126.30999755859375,27.635000228881836,28.649999618530273,7.226428985595703,63.58000183105469,31.350000381469727,127.30000305175781,27.899999618530273,28.84000015258789,390563600,6034100,7868200,3808100,13487600,36707100
2010-02-23,6.062153339385986,49.24666213989258,26.93223762512207,88.73925018310547,19.319534301757812,22.11701774597168,7.0378570556640625,62.77000045776367,30.920000076293945,126.45999908447266,27.415000915527344,28.329999923706055,7.190357208251953,64.16999816894531,31.270000457763672,127.66000366210938,27.799999237060547,28.829999923706055,6.989643096923828,62.25,30.860000610351562,126.0,27.395000457763672,28.09000015258789,7.142857074737549,63.810001373291016,31.030000686645508,126.4800033569336,27.704999923706055,28.68000030517578,575094800,6483800,10228300,4591900,14835600,52266200
2010-02-24,6.172900199890137,49.803688049316406,27.341623306274414,89.53218078613281,19.43581199645996,22.351228713989258,7.166429042816162,63.47999954223633,31.389999389648438,127.58999633789062,27.579999923706055,28.6299991607666,7.194285869598389,63.70000076293945,31.5,128.27000427246094,27.59000015258789,28.790000915527344,7.065713882446289,62.63999938964844,31.010000228881836,126.80999755859375,27.344999313354492,28.3799991607666,7.0796427726745605,63.0,31.049999237060547,127.0199966430664,27.5,28.520000457763672,460566400,3400400,12062100,4782000,14470600,43165900
2010-02-25,6.214123725891113,49.325111389160156,27.315488815307617,89.16729736328125,18.71700668334961,22.32780647277832,7.214285850524902,62.869998931884766,31.360000610351562,127.06999969482422,26.559999465942383,28.600000381469727,7.244999885559082,62.970001220703125,31.40999984741211,127.23999786376953,26.790000915527344,28.649999618530273,7.03178596496582,62.0,30.850000381469727,125.56999969482422,26.30500030517578,28.020000457763672,7.049285888671875,62.720001220703125,30.8799991607666,126.05000305175781,26.56999969482422,28.270000457763672,665126000,5043100,10553800,5658700,63648600,48735300
2010-02-26,6.294720649719238,49.55262756347656,27.21096420288086,89.23045349121094,18.57607078552246,22.382457733154297,7.307857036590576,63.15999984741211,31.239999771118164,127.16000366210938,26.360000610351562,28.670000076293945,7.327499866485596,63.880001068115234,31.40999984741211,128.0,26.545000076293945,28.850000381469727,7.214285850524902,63.029998779296875,30.979999542236328,126.73999786376953,26.114999771118164,28.510000228881836,7.2278571128845215,63.09000015258789,31.389999389648438,127.01000213623047,26.545000076293945,28.649999618530273,507460800,4416000,13449800,4784200,63095400,40370600
2010-03-01,6.429156303405762,50.21166229248047,27.472274780273438,90.21986389160156,18.76986312866211,22.655702590942383,7.463929176330566,64.0,31.540000915527344,128.57000732421875,26.635000228881836,29.020000457763672,7.482142925262451,64.33000183105469,31.600000381469727,128.8300018310547,26.684999465942383,29.049999237060547,7.337500095367432,63.0,31.34000015258789,127.47000122070312,26.395000457763672,28.530000686645508,7.348214149475098,63.04999923706055,31.399999618530273,127.5,26.610000610351562,28.770000457763672,550093600,5265600,8681000,4577700,39449800,43805400
2010-03-02,6.4248480796813965,50.55686569213867,27.76841926574707,89.41290283203125,18.780433654785156,22.2185115814209,7.458929061889648,64.44000244140625,31.8799991607666,127.41999816894531,26.649999618530273,28.459999084472656,7.5296430587768555,65.33000183105469,31.920000076293945,129.08999633789062,26.844999313354492,29.299999237060547,7.419285774230957,64.36000061035156,31.389999389648438,127.12999725341797,26.575000762939453,28.239999771118164,7.497499942779541,64.63999938964844,31.40999984741211,128.6999969482422,26.690000534057617,29.079999923706055,566546400,4383200,14070600,6013300,24506200,93123900
2010-03-03,6.439613342285156,50.564697265625,27.559377670288086,89.03395080566406,19.002418518066406,22.2185115814209,7.476070880889893,64.44999694824219,31.639999389648438,126.87999725341797,26.96500015258789,28.459999084472656,7.495357036590576,64.97000122070312,31.959999084472656,128.02000427246094,27.059999465942383,28.610000610351562,7.42642879486084,64.05000305175781,31.549999237060547,126.68000030517578,26.59000015258789,28.350000381469727,7.4621429443359375,64.58000183105469,31.950000762939453,127.7300033569336,26.649999618530273,28.510000228881836,372052800,4289400,10345500,6390000,26574200,48442100
2010-03-04,6.4820661544799805,51.42771911621094,28.369436264038086,88.92169189453125,19.192684173583984,22.351228713989258,7.525356769561768,65.55000305175781,32.56999969482422,126.72000122070312,27.235000610351562,28.6299991607666,7.5328569412231445,65.80000305175781,32.86000061035156,127.06999969482422,27.520000457763672,28.649999618530273,7.451070785522461,64.8499984741211,31.920000076293945,125.47000122070312,27.15999984741211,28.270000457763672,7.474286079406738,65.08999633789062,32.02000045776367,127.06999969482422,27.350000381469727,28.459999084472656,366041200,7718700,23075400,6032300,28983200,42890600
2010-03-05,6.735553741455078,53.29496765136719,28.935609817504883,89.2935791015625,19.273733139038086,22.32000160217285,7.819643020629883,67.93000030517578,33.220001220703125,127.25,27.350000381469727,28.59000015258789,7.846428871154785,68.04000091552734,33.220001220703125,127.55000305175781,27.475000381469727,28.68000030517578,7.6653571128845215,66.02999877929688,32.75,127.04000091552734,27.18000030517578,28.420000076293945,7.67642879486084,66.05999755859375,32.790000915527344,127.16999816894531,27.344999313354492,28.65999984741211,899620400,8505600,19204800,6140200,24238600,56001800
2010-03-08,6.739554405212402,52.75361633300781,28.90947914123535,88.70416259765625,19.189165115356445,22.351228713989258,7.824285984039307,67.23999786376953,33.189998626708984,126.41000366210938,27.229999542236328,28.6299991607666,7.86035680770874,68.01000213623047,33.5,127.5,27.434999465942383,28.93000030517578,7.794642925262451,67.12999725341797,32.95000076293945,126.36000061035156,27.15999984741211,28.5,7.857500076293945,68.01000213623047,32.959999084472656,127.05999755859375,27.360000610351562,28.520000457763672,429889600,5075600,13176600,6199300,18915600,39414500
2010-03-09,6.86076021194458,53.18513488769531,29.013996124267578,88.10071563720703,19.09050941467285,22.48394012451172,7.965000152587891,67.79000091552734,33.310001373291016,125.55000305175781,27.09000015258789,28.799999237060547,8.035714149475098,68.33999633789062,33.34000015258789,126.29000091552734,27.295000076293945,29.110000610351562,7.78178596496582,67.3499984741211,32.779998779296875,125.19999694824219,26.975000381469727,28.549999237060547,7.796785831451416,67.56999969482422,33.0,126.2699966430664,27.170000076293945,28.559999465942383,920259200,7655900,11072700,7528800,23070000,50271600
2010-03-10,6.916746616363525,54.92686080932617,29.031421661376953,88.14981842041016,19.097553253173828,22.616662979125977,8.029999732971191,70.01000213623047,33.33000183105469,125.62000274658203,27.100000381469727,28.969999313354492,8.052857398986816,70.4800033569336,33.599998474121094,126.36000061035156,27.184999465942383,29.110000610351562,7.971428871154785,68.02999877929688,33.099998474121094,125.20999908447266,27.020000457763672,28.799999237060547,7.993928909301758,68.13999938964844,33.18000030517578,125.98999786376953,27.1299991607666,28.860000610351562,596218000,10616500,9652900,6916200,21574800,44891400
2010-03-11,6.937050819396973,54.97391128540039,29.44951057434082,89.53919219970703,19.040712356567383,22.780609130859375,8.053570747375488,70.06999969482422,33.810001373291016,127.5999984741211,26.799999237060547,29.18000030517578,8.053570747375488,70.43000030517578,33.810001373291016,127.80999755859375,26.889999389648438,29.190000534057617,7.975714206695557,69.1500015258789,33.119998931884766,125.70999908447266,26.5,28.850000381469727,7.996786117553711,70.08000183105469,33.31999969482422,125.70999908447266,26.889999389648438,28.889999389648438,405700400,7289500,11392500,7922200,29130600,35349700
2010-03-12,6.970890998840332,54.78562545776367,29.344987869262695,89.77780151367188,18.9519100189209,22.850872039794922,8.092857360839844,69.83000183105469,33.689998626708984,127.94000244140625,26.674999237060547,29.270000457763672,8.133213996887207,70.48999786376953,33.810001373291016,128.3699951171875,26.885000228881836,29.3799991607666,8.0625,69.25,33.470001220703125,127.51000213623047,26.6299991607666,29.040000915527344,8.120356559753418,70.4800033569336,33.810001373291016,127.91000366210938,26.844999313354492,29.31999969482422,416323600,5302100,9610400,5169500,22334400,31700200
2010-03-15,6.885985374450684,54.44827651977539,29.371116638183594,89.70059204101562,19.0584774017334,22.866485595703125,7.994286060333252,69.4000015258789,33.720001220703125,127.83000183105469,26.825000762939453,29.290000915527344,8.053570747375488,69.7699966430664,33.75,128.33999633789062,26.920000076293945,29.3700008392334,7.8660712242126465,68.5199966430664,33.36000061035156,127.27999877929688,26.684999465942383,29.010000228881836,8.049285888671875,69.37000274658203,33.52000045776367,127.4000015258789,26.864999771118164,29.18000030517578,493502800,7709000,8235900,4497700,23874000,37512000
2010-03-16,6.904750347137451,53.91478729248047,29.397249221801758,90.2900390625,19.07624053955078,22.92894172668457,8.016071319580078,68.72000122070312,33.75,128.6699981689453,26.850000381469727,29.3700008392334,8.03499984741211,69.31999969482422,33.83000183105469,128.8800048828125,26.934999465942383,29.489999771118164,7.946785926818848,68.30000305175781,33.4900016784668,127.44999694824219,26.78499984741211,29.200000762939453,8.006428718566895,69.23999786376953,33.7400016784668,128.0,26.899999618530273,29.420000076293945,446908000,7494400,8472600,6134900,22287800,36723500
